answer_id,root_comment
4884948588692780,0
4884933027827329,0
4884930036764967,0
4884929898616306,3
4884926740043672,1
4884922764366259,0
4884908147478382,0
4884895229545004,6
4884894301815868,0
4884877197181596,1
4884848853123189,1
4884783552007998,0
4884783115797891,0
4884773435344719,1
4884767973574931,0
4884760771957651,2
4884757576162178,0
4884757274428225,1
4884756146165951,1
4884752370767287,1
4884749343264814,1
4884729760056609,5
4884726509474565,58
4884716018472647,0
4884709434202213,0
4884703481958056,1
4884692422364556,4
4884689523054196,3
4884683635297891,3
4884642936653817,0
4884632635444141,0
4884626336385531,0
4884614991317450,0
4884613753209617,1
4884652562579508,3
4884649488155444,2
4884646082384722,1
4884600704472187,0
4884591431650627,1
4884589224659480,0
4884586221541568,2
4884580756357734,0
4884575685971357,0
4884571295057897,0
4884570237048678,0
4884564873056853,1
4884564512604959,1
4884561487725472,1
4884559482850222,8
4884548913728056,38
4884537807211993,3
4884536230415287,0
4884526671070298,0
4884517515428219,6
4884479245811926,0
4884429611467503,0
4884428939067731,0
4884406404384892,1
4884405242564763,15
4884399991293053,0
4884397364871466,5
4884388904698974,0
4884374770685857,8
4884369443654037,1
4884369087404209,4
4884355874820414,0
4884352939067020,0
4884347905907983,1
4884341551009981,17
4884339189877674,0
4884333808845832,0
4884320307118602,10
4884314586087469,2
4884309376763574,0
4884304217772715,2
4884303475114227,0
4884297880438958,0
4884293359504246,0
4884292940074658,2
4884288958628083,0
4884288849577190,1
4884284156940324,36
4884281510070841,0
4884281397349835,0
4884280964289759,0
4884280007724582,3
4884279856992396,2
4884278879456653,0
4884277249180497,0
4884277031079453,0
4884276850723984,6
4884274358783704,0
4884272329266108,16
4884270063812768,1
4884267701634724,0
4884263214776818,5
4884261645583840,0
4884260894802744,1
4884259045901128,1
4884257518916426,0
4884248357768742,1
4884227827436214,2
4884225885734077,33
4884224026870755,1
4884221233727957,1
4884218432459946,0
4884217231838958,0
4884214359000391,0
4884202073359616,5
4884201818033671,1
4884199553108664,0
4884197032070642,0
4884194012695373,0
4884191433458700,0
4884190653056746,0
4884188307914900,0
4884188106851613,0
4884187868563407,0
4884182918496823,1
4884168377633300,3
4884167856230810,1
4884167672988442,0
4884167650710061,1
4884165557749850,16
4884164820862519,15
4884164514414916,0
4884116799750147,0
4884097463484858,9
4884079911109033,0
4884079445280096,1
4884077225969255,0
4884073573779346,0
4884072172093865,0
4884069885938065,0
4884069864703718,0
4884067465822706,0
4884066506115297,0
4884058318832868,0
4884054417348498,0
4884054296760370,0
4884053762772244,3
4884052475907843,0
4884050160913714,0
4884048240185732,16
4884041579104825,0
4884037133147999,1
4884037019893919,0
4884034583271133,2
4884027670004164,0
4884026437927804,0
4884026411716728,0
4884025891887612,0
4884021660617866,1
4884018670339590,14
4884016078262008,0
4884014936099926,0
4884011934027477,0
4884008871661625,0
4884008204767615,0
4884004044018099,2
4884003989750548,9
4883994070484540,0
4883989803827695,0
4883987905118795,5
4883984553872885,0
4883981579325091,23
4883977586614635,1
4883976038649517,0
4883971689680620,0
4883967989518080,5
4883967443999040,1
4883967360633642,1
4883966279030066,0
4883964189214895,0
4883963712112725,0
4883960381574116,99
4883957713472313,1
4883957450276928,0
4883956300776259,0
4883954802625350,0
4883952579380029,0
4883952173580438,2
4883950998915273,2
4883940600450387,0
4883939897118514,1
4883933127247675,0
4883932765752665,0
4883930719718971,0
4883929759223001,0
4883926961360528,0
4883925455864792,79
4883915409460439,2
4883909705728562,0
4883907953034668,0
4883890949590656,0
4883887270658219,0
4883886205569760,0
4883883813766117,0
4883883340598619,2
4883880983398211,2
4883875485192933,2
4883875116091943,0
4883868940768415,1
4883817196162148,0
4883812943925437,2
4883741870391707,0
4883731813499279,1
4883709557736913,0
4883707515371883,0
4883696568242557,0
4883675260655464,4
4883659943843477,0
4883643623545090,0
4883625206089415,1
4883614967267837,2
4883581284124101,0
4883572986480356,1
4883571335236846,0
4883570877010576,1
4883568050047232,0
4883551285941169,0
4883537411702791,2
4883524320234470,0
4883491974287323,21
4883482415469538,44
4883478161655217,0
4883370708828843,2
4883349505574517,0
4883346364828762,0
4883345048340046,0
4883320423325937,1
4883318120128761,4
4883312616677802,0
4883307655075528,1
4883304886569514,5
4883303897510076,0
4883249782594058,1
4883241792965672,0
4883239413484070,0
4883237137028919,0
4883232073449717,0
4883214021693454,1
4883208954716377,0
4883207160600233,1
4883200071179672,3
4883187459427322,0
4883167053618260,0
4883165406039549,0
4883159487088669,1
4883153418195147,36
4883150251494925,2
4883138004648770,0
4883126877163837,0
4883122300651537,2
4883110568659228,0
4883101845293571,0
4883094501592677,1
4883015953548034,1
4883000897307038,0
4882977505414443,0
4882961029140203,41
4882949616439808,2
4882932458590305,0
4882932433423004,0
4882932386761265,0
4882930289876305,1
4882928759213735,1
4882921376974469,0
4882917459498700,0
4882916084023845,1
4882902925710316,0
4882901932444392,0
4882892377821496,2
4882885222600058,0
4882882923337960,0
4882866145854414,0
4882853055169886,2
4882850559563454,4
4882838254521662,8
4882831107428085,0
4882823750617192,0
4882814942055675,0
4882806909440285,5
4882802820776735,0
4882801922410495,1
4882795475767338,0
4882770281105427,0
4882769535043827,0
4882766615548057,1
4882765817841105,1
4882763503372110,0
4882762911451789,5
4882761531789356,0
4882750932517128,0
4882742721123414,0
4882732851399043,0
4882732166943035,1
4882730859365869,2
4882730388819234,0
4882717982327985,8
4882669673120286,0
4882646217261064,1
4882637141836232,2
4882635475912475,6
4882623593973185,3
4882621136110621,0
4882620595308015,4
4882614173041691,0
4882612764543014,0
4882608455945709,0
4882602483782891,3
4882595537486563,0
4882588529335554,0
4882587019381079,0
4882582623227724,2
4882580594235622,0
4882573035573781,0
4882571215505570,3
4882566203572458,0
4882560201266380,1
4882557173237198,0
4882555101251663,0
4882542317277067,0
4882539220566935,2
4882532664870771,0
4882532518073537,2
4882529921795744,5
4882527795808899,0
4882525262184869,0
4882509042552555,0
4882502554486279,0
4882497827248433,18
4882497630372893,0
4882496648384637,0
4882496171284257,0
4882489615324679,0
4882486452290531,0
4882484975899533,0
4882482677154108,1
4882482279224003,15
4882481101148768,0
4882470988677520,0
4882461517942379,0
4882452692600560,0
4882448842753599,3
4882448242968230,0
4882443373643473,0
4882439162038917,2
4882436393534256,0
4882436179627312,5
4882435851944252,0
4882431750444230,1
4882430319923909,0
4882426738510411,4
4882424260199890,0
4882421068076708,0
4882413110692705,0
4882406010522879,1
4882402016495818,0
4882401878872328,0
4882393653843025,0
4882393611635608,0
4882393087609934,0
4882391132801802,0
4882389690482714,3
4882385620959265,4
4882385143337898,0
4882383080525092,0
4882379540007487,1
4882372815753250,2
4882370078180641,0
4882368975077600,3
4882368294289998,4
4882361168953686,0
4882353724064982,1
4882343385366592,0
4882291832389649,0
4882287097807276,4
4882277773345119,0
4882260118995138,11
4882255338538740,1
4882253761219955,0
4882253153306010,1
4882250661364370,0
4882249813593975,0
4882247352058312,0
4882245715758985,0
4882244307518304,7
4882244298871371,0
4882243225652698,0
4882242087683711,0
4882241890550899,0
4882241022332185,0
4882239538856409,0
4882238262481934,2
4882237420213083,1
4882237131329135,37
4882235495287188,0
4882234349979980,0
4882233431951613,0
4882232580509652,1
4882230721911154,0
4882227353624023,0
4882225571827940,0
4882223751236809,0
4882223167183410,3
4882219414325738,0
4882217954706199,69
4882216495353523,18
4882215529612831,0
4882210807351973,21
4882205400894469,1
4882203081444368,1
4882199474081041,2
4882198941407176,0
4882197922185294,0
4882195938546316,2
4882194173004698,21
4882192892693039,0
4882192112814440,21
4882191320881624,0
4882190590022521,0
4882186937043253,0
4882186086390147,5
4882181710944507,52
4882175746903132,0
4882170097437692,1
4882165914935625,4
4882165194033350,0
4882165088652434,95
4882154322665839,1
4882140175009284,0
4882138619446551,0
4882134911420761,1
4882134802631711,0
4882131661097698,0
